"site","quadrat","trait","cwm"
"SERC","1157","SeedMassKEW",5.56581494359718
"SERC","1157","SLA",5.82681452862513
"SERC","1157","WoodDensity",0.172947289719626
"SERC","1159","BarkThickness",1.49832432432432
"SERC","1159","ChlorophyllContent",11.7231711711713
"SERC","1159","LeafSize",4.41065821090356
"SERC","1159","LWC",3.60733807587713
"SERC","1159","SeedMassKEW",5.51540183456363
"SERC","1159","SLA",5.86185487653327
"SERC","1159","WoodDensity",0.179292432432432
"SERC","117","BarkThickness",1.24841176470588
"SERC","117","ChlorophyllContent",4.16273202614386
"SERC","117","LeafSize",3.83044892529594
"SERC","117","LWC",2.1260933030085
"SERC","117","SeedMassKEW",4.49924806548064
"SERC","117","SLA",5.37211555432661
"SERC","117","WoodDensity",0.256932843137255
"SERC","1171","BarkThickness",1.11078125
"SERC","1171","ChlorophyllContent",9.6763541666667
"SERC","1171","LeafSize",3.81479770715785
"SERC","1171","LWC",3.25277935404741
"SERC","1171","SeedMassKEW",4.45861361135902
"SERC","1171","SLA",5.68112457797594
"SERC","1171","WoodDensity",0.2609134375
"SERC","1173","BarkThickness",1.12667924528302
"SERC","1173","ChlorophyllContent",9.41571069182389
"SERC","1173","LeafSize",3.56971649594485
"SERC","1173","LWC",2.93689699925971
"SERC","1173","SeedMassKEW",4.44358715832817
"SERC","1173","SLA",5.6012329961315
"SERC","1173","WoodDensity",0.272816981132075
"SERC","1175","BarkThickness",1.12393684210526
"SERC","1175","ChlorophyllContent",8.65442105263168
"SERC","1175","LeafSize",3.73729689877231
"SERC","1175","LWC",2.66887765355791
"SERC","1175","SeedMassKEW",4.56767545239627
"SERC","1175","SLA",5.62992486237989
"SERC","1175","WoodDensity",0.276746315789474
"SERC","1177","BarkThickness",1.12822535211268
"SERC","1177","ChlorophyllContent",5.01682629107989
"SERC","1177","LeafSize",3.70744224865774
"SERC","1177","LWC",2.10478523104174
"SERC","1177","SeedMassKEW",4.56100523523275
"SERC","1177","SLA",5.51229671324081
"SERC","1177","WoodDensity",0.295162253521127
"SERC","1179","BarkThickness",1.169
"SERC","1179","ChlorophyllContent",6.80011111111112
"SERC","1179","LeafSize",3.85409886304806
"SERC","1179","LWC",2.84067724360048
"SERC","1179","SeedMassKEW",4.7683865682434
"SERC","1179","SLA",5.59080770962885
"SERC","1179","WoodDensity",0.265852380952381
"SERC","119","BarkThickness",1.14668571428571
"SERC","119","ChlorophyllContent",3.81862857142863
"SERC","119","LeafSize",3.71244934797358
"SERC","119","LWC",2.00594834399316
"SERC","119","SeedMassKEW",4.80624437522794
"SERC","119","SLA",5.42657763378217
"SERC","119","WoodDensity",0.291116571428571
"SERC","1191","BarkThickness",0.969392592592592
"SERC","1191","ChlorophyllContent",14.387962962963
"SERC","1191","LeafSize",3.79447556033588
"SERC","1191","LWC",4.08083204619312
"SERC","1191","SeedMassKEW",4.37805780656072
"SERC","1191","SLA",5.8432412429719
"SERC","1191","WoodDensity",0.27035837037037
"SERC","1193","BarkThickness",0.999222222222222
"SERC","1193","ChlorophyllContent",14.0012962962963
"SERC","1193","LeafSize",3.82805848198627
"SERC","1193","LWC",4.06358512772294
"SERC","1193","SeedMassKEW",4.43031557178544
"SERC","1193","SLA",5.83571787963364
"SERC","1193","WoodDensity",0.260837222222222
"SERC","1195","BarkThickness",0.994331111111111
"SERC","1195","ChlorophyllContent",13.0744037037037
"SERC","1195","LeafSize",3.81192282690899
"SERC","1195","LWC",3.79529048060408
"SERC","1195","SeedMassKEW",4.52215607993119
"SERC","1195","SLA",5.79508303983512
"SERC","1195","WoodDensity",0.271359711111111
"SERC","1197","BarkThickness",1.03261742424242
"SERC","1197","ChlorophyllContent",12.3025702861953
"SERC","1197","LeafSize",3.83569425828431
"SERC","1197","LWC",3.75558814240441
"SERC","1197","SeedMassKEW",4.4123923050728
"SERC","1197","SLA",5.76855318627221
"SERC","1197","WoodDensity",0.264442941919192
"SERC","1199","BarkThickness",1.13324444444444
"SERC","1199","ChlorophyllContent",7.12826666666676
"SERC","1199","LeafSize",3.70805124526475
"SERC","1199","LWC",2.60472625658393
"SERC","1199","SeedMassKEW",4.26903123617485
"SERC","1199","SLA",5.54569992703159
"SERC","1199","WoodDensity",0.268524
"SERC","1211","BarkThickness",1.19102040816327
"SERC","1211","ChlorophyllContent",2.88582993197286
"SERC","1211","LeafSize",3.78634976581881
"SERC","1211","LWC",1.94894316897775
"SERC","1211","SeedMassKEW",4.46712221724404
"SERC","1211","SLA",5.45674824060734
"SERC","1211","WoodDensity",0.283203265306122
"SERC","1213","BarkThickness",1.06845
"SERC","1213","ChlorophyllContent",7.57926666666685
"SERC","1213","LeafSize",3.52552563597923
"SERC","1213","LWC",2.37108426927091
"SERC","1213","SeedMassKEW",3.9446900323383
"SERC","1213","SLA",5.58945768629796
"SERC","1213","WoodDensity",0.285604
"SERC","1215","BarkThickness",1.2367027027027
"SERC","1215","ChlorophyllContent",4.74306306306311
"SERC","1215","LeafSize",3.70792973452386
"SERC","1215","LWC",2.27651457759352
"SERC","1215","SeedMassKEW",4.72471389953202
"SERC","1215","SLA",5.48066148512215
"SERC","1215","WoodDensity",0.26678
"SERC","1217","BarkThickness",1.26783783783784
"SERC","1217","ChlorophyllContent",4.89506306306319
"SERC","1217","LeafSize",3.78457870340239
"SERC","1217","LWC",2.2820861312457
"SERC","1217","SeedMassKEW",4.04767890842227
"SERC","1217","SLA",5.46176967788532
"SERC","1217","WoodDensity",0.245928783783784
"SERC","1219","BarkThickness",1.17053333333333
"SERC","1219","ChlorophyllContent",5.66490370370382
"SERC","1219","LeafSize",3.67192393461462
"SERC","1219","LWC",2.33736736893096
"SERC","1219","SeedMassKEW",3.98751495731365
"SERC","1219","SLA",5.51951994841015
"SERC","1219","WoodDensity",0.271062222222222
"SERC","1231","BarkThickness",1.2731724137931
"SERC","1231","ChlorophyllContent",4.47462068965524
"SERC","1231","LeafSize",3.7606310626422
"SERC","1231","LWC",2.31082765152492
"SERC","1231","SeedMassKEW",3.84048663524061
"SERC","1231","SLA",5.4598221939085
"SERC","1231","WoodDensity",0.251759310344828
"SERC","1233","BarkThickness",1.15697435897436
"SERC","1233","ChlorophyllContent",6.82965811965823
"SERC","1233","LeafSize",3.68940677363586
"SERC","1233","LWC",2.55133338190314
"SERC","1233","SeedMassKEW",3.8337954835753
"SERC","1233","SLA",5.56639058283845
"SERC","1233","WoodDensity",0.265992307692308
"SERC","1235","BarkThickness",1.13151111111111
"SERC","1235","ChlorophyllContent",8.40370370370382
"SERC","1235","LeafSize",3.57318978258046
"SERC","1235","LWC",2.68979543924245
"SERC","1235","SeedMassKEW",3.89502655825413
"SERC","1235","SLA",5.60814045393696
"SERC","1235","WoodDensity",0.267447111111111
"SERC","1237","BarkThickness",1.216375
"SERC","1237","ChlorophyllContent",4.21652083333341
"SERC","1237","LeafSize",3.83076397246357
"SERC","1237","LWC",2.30349718323189
"SERC","1237","SeedMassKEW",4.60777725736399
"SERC","1237","SLA",5.49951896437053
"SERC","1237","WoodDensity",0.26521375
"SERC","1239","BarkThickness",1.16277272727273
"SERC","1239","ChlorophyllContent",10.443893939394
"SERC","1239","LeafSize",3.91830128897915
"SERC","1239","LWC",3.51327831608565
"SERC","1239","SeedMassKEW",4.60800241661692
"SERC","1239","SLA",5.71610688481186
"SERC","1239","WoodDensity",0.249286363636364
"SERC","1251","BarkThickness",1.12388235294118
"SERC","1251","ChlorophyllContent",4.52343790849684
"SERC","1251","LeafSize",3.67565841982627
"SERC","1251","LWC",2.09530059032325
"SERC","1251","SeedMassKEW",4.38660895017216
"SERC","1251","SLA",5.52252793379914
"SERC","1251","WoodDensity",0.289443921568627
"SERC","1253","BarkThickness",1.07510344827586
"SERC","1253","ChlorophyllContent",11.3831264367817
"SERC","1253","LeafSize",3.63305017304962
"SERC","1253","LWC",3.22959543059649
"SERC","1253","SeedMassKEW",4.00721304221148
"SERC","1253","SLA",5.73405372626419
"SERC","1253","WoodDensity",0.269036551724138
"SERC","1255","BarkThickness",1.0823137254902
"SERC","1255","ChlorophyllContent",8.90752941176478
"SERC","1255","LeafSize",3.7099221734353
"SERC","1255","LWC",2.97434449311277
"SERC","1255","SeedMassKEW",4.09118192139386
"SERC","1255","SLA",5.65466811657118
"SERC","1255","WoodDensity",0.271414117647059
"SERC","1257","BarkThickness",1.15540909090909
"SERC","1257","ChlorophyllContent",7.99565151515159
"SERC","1257","LeafSize",3.75415976166046
"SERC","1257","LWC",2.84661973804006
"SERC","1257","SeedMassKEW",4.03748282328924
"SERC","1257","SLA",5.6116706040644
"SERC","1257","WoodDensity",0.261091363636364
"SERC","1259","BarkThickness",1.10369811320755
"SERC","1259","ChlorophyllContent",8.65267924528306
"SERC","1259","LeafSize",3.80400952452262
"SERC","1259","LWC",3.07619147079483
"SERC","1259","SeedMassKEW",4.35070865371019
"SERC","1259","SLA",5.64592692767477
"SERC","1259","WoodDensity",0.27110641509434
"SERC","1271","BarkThickness",1.09681081081081
"SERC","1271","ChlorophyllContent",5.11369369369381
"SERC","1271","LeafSize",3.63406529227707
"SERC","1271","LWC",2.07382839762054
"SERC","1271","SeedMassKEW",4.37132988839773
"SERC","1271","SLA",5.52810145383056
"SERC","1271","WoodDensity",0.298472432432432
"SERC","1273","BarkThickness",1.20065476190476
"SERC","1273","ChlorophyllContent",5.11755952380957
"SERC","1273","LeafSize",3.75563333882299
"SERC","1273","LWC",2.28408473161609
"SERC","1273","SeedMassKEW",4.72851907276713
"SERC","1273","SLA",5.51843764133992
"SERC","1273","WoodDensity",0.283829880952381
"SERC","1275","BarkThickness",1.25019512195122
"SERC","1275","ChlorophyllContent",2.27008130081302
"SERC","1275","LeafSize",3.91482607721468
"SERC","1275","LWC",2.07910038738007
"SERC","1275","SeedMassKEW",4.8434542458486
"SERC","1275","SLA",5.44247507524602
"SERC","1275","WoodDensity",0.275247804878049
"SERC","1277","BarkThickness",1.36148
"SERC","1277","ChlorophyllContent",2.03737333333334
"SERC","1277","LeafSize",4.02555507643876
"SERC","1277","LWC",2.27885899512556
"SERC","1277","SeedMassKEW",4.42374170072579
"SERC","1277","SLA",5.38778271416841
"SERC","1277","WoodDensity",0.2401712
"SERC","1279","BarkThickness",1.16220512820513
"SERC","1279","ChlorophyllContent",5.05492307692315
"SERC","1279","LeafSize",3.76954952920432
"SERC","1279","LWC",2.30766910044608
"SERC","1279","SeedMassKEW",4.75772070275937
"SERC","1279","SLA",5.53452820804201
"SERC","1279","WoodDensity",0.281352307692308
"SERC","1291","BarkThickness",1.04002739726027
"SERC","1291","ChlorophyllContent",9.09075342465759
"SERC","1291","LeafSize",3.72944093516501
"SERC","1291","LWC",3.00218336201872
"SERC","1291","SeedMassKEW",4.54812104787306
"SERC","1291","SLA",5.6837323397883
"SERC","1291","WoodDensity",0.282761095890411
"SERC","1293","BarkThickness",1.22494871794872
"SERC","1293","ChlorophyllContent",4.71841880341882
"SERC","1293","LeafSize",3.8219543616287
"SERC","1293","LWC",2.39351804688555
"SERC","1293","SeedMassKEW",4.57258502615974
"SERC","1293","SLA",5.4958692148127
"SERC","1293","WoodDensity",0.26972
"SERC","1295","BarkThickness",1.16902325581395
"SERC","1295","ChlorophyllContent",7.78167441860467
"SERC","1295","LeafSize",3.76653623547826
"SERC","1295","LWC",2.81088592120575
"SERC","1295","SeedMassKEW",4.3135538155554
"SERC","1295","SLA",5.56785066876462
"SERC","1295","WoodDensity",0.26525023255814
"SERC","1297","BarkThickness",1.19557575757576
"SERC","1297","ChlorophyllContent",5.33711111111112
"SERC","1297","LeafSize",3.9400043289263
"SERC","1297","LWC",2.68805939833783
"SERC","1297","SeedMassKEW",4.35911838695165
"SERC","1297","SLA",5.51494680444547
"SERC","1297","WoodDensity",0.264129090909091
"SERC","1299","BarkThickness",1.18033333333333
"SERC","1299","ChlorophyllContent",5.40134722222221
"SERC","1299","LeafSize",3.89721018030013
"SERC","1299","LWC",2.67829569408155
"SERC","1299","SeedMassKEW",4.87059629928628
"SERC","1299","SLA",5.56275249583424
"SERC","1299","WoodDensity",0.270222916666667
"SERC","131","BarkThickness",1.36757333333334
"SERC","131","ChlorophyllContent",1.01301333333336
"SERC","131","LeafSize",3.914478898273
"SERC","131","LWC",2.38892361798148
"SERC","131","SeedMassKEW",4.05879189340346
"SERC","131","SLA",5.22529814156791
"SERC","131","WoodDensity",0.224963733333332
"SERC","1311","BarkThickness",1.21769491525424
"SERC","1311","ChlorophyllContent",8.5812655367231
"SERC","1311","LeafSize",3.93232132111726
"SERC","1311","LWC",3.3134598382275
"SERC","1311","SeedMassKEW",2.82332488227842
"SERC","1311","SLA",5.48133054888519
"SERC","1311","WoodDensity",0.200893220338983
"SERC","1313","BarkThickness",1.14158333333333
"SERC","1313","ChlorophyllContent",11.2575722222221
"SERC","1313","LeafSize",3.88200041747754
"SERC","1313","LWC",3.42269125643549
"SERC","1313","SeedMassKEW",3.46710127674666
"SERC","1313","SLA",5.62960683851791
"SERC","1313","WoodDensity",0.245538
"SERC","1315","BarkThickness",1.12242553191489
"SERC","1315","ChlorophyllContent",7.22887943262417
"SERC","1315","LeafSize",3.5365776213708
"SERC","1315","LWC",2.29472472813384
"SERC","1315","SeedMassKEW",3.91999616860779
"SERC","1315","SLA",5.44092145774363
"SERC","1315","WoodDensity",0.27417914893617
"SERC","1317","BarkThickness",1.07843274853801
"SERC","1317","ChlorophyllContent",9.23504093567253
"SERC","1317","LeafSize",3.76015758844132
"SERC","1317","LWC",3.01338498600709
"SERC","1317","SeedMassKEW",4.75632435176003
"SERC","1317","SLA",5.63858744648637
"SERC","1317","WoodDensity",0.277293684210526
"SERC","1319","BarkThickness",1.09758490566038
"SERC","1319","ChlorophyllContent",6.95810062893085
"SERC","1319","LeafSize",3.7639192793872
"SERC","1319","LWC",2.96197285339803
"SERC","1319","SeedMassKEW",3.73203657201218
"SERC","1319","SLA",5.50778639760723
"SERC","1319","WoodDensity",0.270038113207547
"SERC","133","BarkThickness",1.37845
"SERC","133","LeafSize",4.042589237748
"SERC","133","LWC",2.54631717357436
"SERC","133","SeedMassKEW",2.73442244381189
"SERC","133","SLA",5.20533332528063
"SERC","133","WoodDensity",0.199177
"SERC","1331","BarkThickness",1.15925490196078
"SERC","1331","ChlorophyllContent",11.6328235294117
"SERC","1331","LeafSize",3.9454571564805
"SERC","1331","LWC",3.71173987660296
"SERC","1331","SeedMassKEW",3.89123631837052
"SERC","1331","SLA",5.67573707402995
"SERC","1331","WoodDensity",0.230029411764706
"SERC","1333","BarkThickness",1.03387878787879
"SERC","1333","ChlorophyllContent",13.5335959595959
"SERC","1333","LeafSize",3.77467766565532
"SERC","1333","LWC",3.9090377525709
"SERC","1333","SeedMassKEW",4.26664488358739
"SERC","1333","SLA",5.7848719044686
